id,text,pedagogical_context,gesture_label,animation_clip,gesture_function,language,source
pointing_035,Perhatikan diagram keamanan informasi yang terlihat pada layar.,penunjukan objek atau bagian visual,pointing,Pointing,"Menunjuk diagram, gambar, papan, atau bagian penting",id,synthetic_initial_dataset
instruction_020,Silakan kerjakan latihan tentang pemrograman web setelah penjelasan ini.,instruksi tugas atau aktivitas,instruction,Talking_4,Memberikan instruksi kepada siswa,id,synthetic_initial_dataset
greeting_027,"Halo, selamat datang pada pembelajaran hari ini.",pembuka pembelajaran,greeting,Greeting,Menyapa dan membuka interaksi pembelajaran,id,synthetic_initial_dataset
correction_037,"Jawaban tersebut mendekati benar, tetapi perlu dilengkapi.",koreksi atau umpan balik perbaikan,correction,Talking_7,Memberikan koreksi atau klarifikasi,id,synthetic_initial_dataset
greeting_010,"Selamat datang, hari ini kita akan membahas sistem informasi.",pembuka pembelajaran,greeting,Greeting,Menyapa dan membuka interaksi pembelajaran,id,synthetic_initial_dataset
correction_001,Coba perhatikan kembali definisi cloud computing.,koreksi atau umpan balik perbaikan,correction,Talking_7,Memberikan koreksi atau klarifikasi,id,synthetic_initial_dataset
explain_002,Materi manajemen proyek TI menjelaskan bagaimana komponen saling berhubungan.,penjelasan materi,explain,Talking_6,Menjelaskan konsep atau materi pembelajaran,id,synthetic_initial_dataset
emphasis_010,Catat bahwa kualitas informasi sangat dipengaruhi oleh kualitas data.,penekanan konsep penting,emphasis,Talking_1,Memberikan penekanan pada poin utama,id,synthetic_initial_dataset
appreciation_016,"Sangat baik, contoh yang Anda berikan relevan.",apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
emphasis_023,Perlu diperhatikan bahwa keamanan informasi tidak hanya berkaitan dengan teknologi.,penekanan konsep penting,emphasis,Talking_1,Memberikan penekanan pada poin utama,id,synthetic_initial_dataset
idle_009,Saya akan menunggu respons dari Anda.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
idle_031,Saya menunggu pertanyaan Anda berikutnya.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
idle_008,Silakan ketik pertanyaan berikutnya.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
appreciation_033,Jawaban tersebut benar dan sesuai dengan materi.,apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
pointing_029,Lihat bagian ini untuk memahami alur cloud computing.,penunjukan objek atau bagian visual,pointing,Pointing,"Menunjuk diagram, gambar, papan, atau bagian penting",id,synthetic_initial_dataset
instruction_008,Perhatikan instruksi berikut sebelum mengerjakan tugas.,instruksi tugas atau aktivitas,instruction,Talking_4,Memberikan instruksi kepada siswa,id,synthetic_initial_dataset
instruction_035,Perhatikan instruksi berikut sebelum mengerjakan tugas.,instruksi tugas atau aktivitas,instruction,Talking_4,Memberikan instruksi kepada siswa,id,synthetic_initial_dataset
emphasis_014,Bagian ini sangat penting untuk dipahami.,penekanan konsep penting,emphasis,Talking_1,Memberikan penekanan pada poin utama,id,synthetic_initial_dataset
greeting_026,"Halo semuanya, sebelum mulai mari kita siapkan perhatian.",pembuka pembelajaran,greeting,Greeting,Menyapa dan membuka interaksi pembelajaran,id,synthetic_initial_dataset
pointing_014,Perhatikan komponen utama yang ditunjukkan pada gambar.,penunjukan objek atau bagian visual,pointing,Pointing,"Menunjuk diagram, gambar, papan, atau bagian penting",id,synthetic_initial_dataset
appreciation_037,"Sangat baik, contoh yang Anda berikan relevan.",apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
explain_030,"Secara umum, sistem pendukung keputusan dapat dipahami sebagai bagian penting dalam proses bisnis.",penjelasan materi,explain,Talking_6,Menjelaskan konsep atau materi pembelajaran,id,synthetic_initial_dataset
appreciation_020,Jawaban tersebut benar dan sesuai dengan materi.,apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
idle_010,Silakan ketik pertanyaan berikutnya.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
explain_003,pemrograman web adalah konsep yang digunakan untuk mengelola data dan informasi.,penjelasan materi,explain,Talking_6,Menjelaskan konsep atau materi pembelajaran,id,synthetic_initial_dataset
idle_022,"Baik, saya siap membantu Anda.",menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
closing_009,"Baik, materi pemrograman web kita akhiri sampai di sini.",penutup pembelajaran,closing,Waving,Menutup sesi pembelajaran,id,synthetic_initial_dataset
closing_024,"Demikian pembelajaran hari ini, sampai bertemu pada sesi berikutnya.",penutup pembelajaran,closing,Waving,Menutup sesi pembelajaran,id,synthetic_initial_dataset
appreciation_002,Jawaban tersebut benar dan sesuai dengan materi.,apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
greeting_014,"Selamat datang, hari ini kita akan membahas analisis sistem.",pembuka pembelajaran,greeting,Greeting,Menyapa dan membuka interaksi pembelajaran,id,synthetic_initial_dataset
correction_034,Mari kita ulangi lagi agar konsepnya lebih jelas.,koreksi atau umpan balik perbaikan,correction,Talking_7,Memberikan koreksi atau klarifikasi,id,synthetic_initial_dataset
closing_039,Sampai jumpa pada pertemuan berikutnya.,penutup pembelajaran,closing,Waving,Menutup sesi pembelajaran,id,synthetic_initial_dataset
explain_026,"Secara umum, data mining dapat dipahami sebagai bagian penting dalam proses bisnis.",penjelasan materi,explain,Talking_6,Menjelaskan konsep atau materi pembelajaran,id,synthetic_initial_dataset
appreciation_040,"Hebat, Anda sudah memahami konsep sistem pendukung keputusan.",apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
pointing_005,Lihat bagian ini untuk memahami alur data mining.,penunjukan objek atau bagian visual,pointing,Pointing,"Menunjuk diagram, gambar, papan, atau bagian penting",id,synthetic_initial_dataset
appreciation_008,"Bagus, jawaban Anda sudah tepat.",apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
idle_028,Saya akan menunggu respons dari Anda.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
idle_023,Silakan ketik pertanyaan berikutnya.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
instruction_013,Silakan kerjakan latihan tentang enterprise architecture setelah penjelasan ini.,instruksi tugas atau aktivitas,instruction,Talking_4,Memberikan instruksi kepada siswa,id,synthetic_initial_dataset
instruction_040,Silakan buka modul pembelajaran pada bagian enterprise architecture.,instruksi tugas atau aktivitas,instruction,Talking_4,Memberikan instruksi kepada siswa,id,synthetic_initial_dataset
greeting_015,"Halo, selamat datang pada pembelajaran hari ini.",pembuka pembelajaran,greeting,Greeting,Menyapa dan membuka interaksi pembelajaran,id,synthetic_initial_dataset
correction_009,"Jawaban Anda belum sepenuhnya tepat, mari kita perbaiki bersama.",koreksi atau umpan balik perbaikan,correction,Talking_7,Memberikan koreksi atau klarifikasi,id,synthetic_initial_dataset
appreciation_024,"Bagus, jawaban Anda sudah tepat.",apresiasi atau penguatan positif,appreciation,Talking_5,Memberikan penghargaan terhadap jawaban atau partisipasi,id,synthetic_initial_dataset
emphasis_020,Poin utama yang harus Anda ingat adalah fungsi sistem dalam organisasi.,penekanan konsep penting,emphasis,Talking_1,Memberikan penekanan pada poin utama,id,synthetic_initial_dataset
idle_039,Saya akan menunggu respons dari Anda.,menunggu atau transisi,idle,Idle,Diam atau menunggu input berikutnya,id,synthetic_initial_dataset
correction_010,"Jawaban tersebut mendekati benar, tetapi perlu dilengkapi.",koreksi atau umpan balik perbaikan,correction,Talking_7,Memberikan koreksi atau klarifikasi,id,synthetic_initial_dataset
pointing_033,Perhatikan komponen utama yang ditunjukkan pada gambar.,penunjukan objek atau bagian visual,pointing,Pointing,"Menunjuk diagram, gambar, papan, atau bagian penting",id,synthetic_initial_dataset
closing_029,"Baik, materi machine learning kita akhiri sampai di sini.",penutup pembelajaran,closing,Waving,Menutup sesi pembelajaran,id,synthetic_initial_dataset
