session_id,timestamp,sentence_index,sentence_text,audio_file,audio_duration,start_time,end_time,duration,gesture_label,animation_clip,gesture_source,gesture_function,pedagogical_context,mouth_cue_count,dominant_mouth_cue,annotation_status,gold_gesture_label,suitability_score,naturalness_score,sync_score,engagement_support_score,annotator_name,notes
"SES-1780901883136","2026-06-08T06:58:03.139Z","0","Saya senang mendengar pujian dari Anda!","generated.wav","9.72","0","3.268","3.268","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Gesture avatar","Konteks pembelajaran","27","B","mapped","","","","","","",""
"SES-1780901883136","2026-06-08T06:58:03.139Z","1","Namun, sebagai guru, saya harus tetap fokus pada materi yang akan dipelajari.","generated.wav","9.72","3.268","9.72","6.452","Talking_1","Talking_1","sentence_rule_override","Membuka atau menekankan penjelasan","Penekanan awal","43","B","mapped","","","","","","",""
"SES-1780902003142","2026-06-08T07:00:03.143Z","0","Halo!","generated.wav","4.896","0","0.422","0.422","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","4","X","mapped","","","","","","",""
"SES-1780902003142","2026-06-08T07:00:03.143Z","1","Saya baik-baik saja, terima kasih untuk pertanyaanmu.","generated.wav","4.896","0.422","4.896","4.474","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","26","B","mapped","","","","","","",""
"SES-1780902255183","2026-06-08T07:04:15.184Z","0","Selamat siang!","generated.wav","5.304","0","1.108","1.108","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","10","B","mapped","","","","","","",""
"SES-1780902255183","2026-06-08T07:04:15.184Z","1","Saya baik-baik saja, terima kasih untuk pertanyaanmu.","generated.wav","5.304","1.108","5.304","4.196","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","28","C","mapped","","","","","","",""
"SES-1780902421599","2026-06-08T07:07:01.601Z","0","Saya menjelaskan langkah-langkah menghitung luas persegi panjang sebagai berikut.","generated.wav","11.184","0","6.205","6.205","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","45","C","mapped","","","","","","",""
"SES-1780902421599","2026-06-08T07:07:01.601Z","1","Pertama, Anda harus mengetahui panjang dan lebar persegi panjang.","generated.wav","11.184","6.205","11.184","4.979","Talking_1","Talking_1","sentence_rule_override","Membuka atau menekankan penjelasan","Penekanan awal","33","C","mapped","","","","","","",""
"SES-1780902614530","2026-06-08T07:10:14.534Z","0","Halo!","generated.wav","8.904","0","0.416","0.416","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","3","X","mapped","","","","","","",""
"SES-1780902614530","2026-06-08T07:10:14.534Z","1","Persegi panjang adalah bentuk geometri yang memiliki empat sisinya dan dua diagonal yang sama panjang.","generated.wav","8.904","0.416","8.904","8.488","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Gesture avatar","Konteks pembelajaran","55","B","mapped","","","","","","",""
"SES-1780902709852","2026-06-08T07:11:49.855Z","0","Selamat datang!","generated.wav","6.576","0","1.218","1.218","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","13","B","mapped","","","","","","",""
"SES-1780902709852","2026-06-08T07:11:49.855Z","1","Tujuan belajar kita hari ini adalah memahami konsep dasar [topik].","generated.wav","6.576","1.218","6.576","5.358","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Gesture avatar","Konteks pembelajaran","29","B","mapped","","","","","","",""
"SES-1780902816909","2026-06-08T07:13:36.910Z","0","Saya dapat membantu Anda menghitung luas bangun datar tersebut.","generated.wav","10.32","0","4.925","4.925","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","36","B","mapped","","","","","","",""
"SES-1780902816909","2026-06-08T07:13:36.910Z","1","Pertama-tama, perhatikanlah sisi-sisinya dan kenali bagian-bagiannya.","generated.wav","10.32","4.925","10.32","5.395","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","33","B","mapped","","","","","","",""
"SES-1780902952985","2026-06-08T07:15:52.987Z","0","Saya senang melihat Anda siap untuk berdiskusi.","generated.wav","10.272","0","3.925","3.925","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","26","B","mapped","","","","","","",""
"SES-1780902952985","2026-06-08T07:15:52.987Z","1","Sebelum kita mulai, saya ingin menjelaskan konsep dasar yang perlu dipahami.","generated.wav","10.272","3.925","10.272","6.347","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Gesture avatar","Konteks pembelajaran","41","B","mapped","","","","","","",""
"SES-1780903047771","2026-06-08T07:17:27.772Z","0","Saya akan mengarahkan perhatian Anda ke bagian diagram yang ditampilkan.","generated.wav","11.496","0","5.788","5.788","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","34","B","mapped","","","","","","",""
"SES-1780903047771","2026-06-08T07:17:27.772Z","1","Perhatikan komponen utama, seperti [gestur pointing ke bagian diagram].","generated.wav","11.496","5.788","11.496","5.708","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","32","B","mapped","","","","","","",""
"SES-1780904485967","2026-06-08T07:41:25.969Z","0","Saya perhatikan bagian pada papan dan tunjukkan bagian yang penting.","generated.wav","8.064","0","5.653","5.653","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","35","C","mapped","","","","","","",""
"SES-1780904485967","2026-06-08T07:41:25.969Z","1","Bagian itu berfungsi sebagai.","generated.wav","8.064","5.653","8.064","2.411","SHAKING_HEAD_NO","SHAKING_HEAD_NO","backend_sequence","Gesture avatar","Konteks pembelajaran","16","B","mapped","","","","","","",""
"SES-1780905394288","2026-06-08T07:56:34.296Z","0","Halo!","generated.wav","4.296","0","0.43","0.43","STANDING_GREETING","STANDING_GREETING","backend_sequence","Membuka pembelajaran atau menyapa siswa","Pembuka pembelajaran / Salam","4","X","mapped","","","","","","",""
"SES-1780905394288","2026-06-08T07:56:34.296Z","1","Materi hari ini adalah tentang Analisis Data.","generated.wav","4.296","0.43","4.296","3.866","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Menjelaskan konsep utama secara runtut","Penjelasan materi","27","B","mapped","","","","","","",""
"SES-1780905912448","2026-06-08T08:05:12.451Z","0","Selamat!","generated.wav","2.928","0","0.732","0.732","STANDING_GREETING","STANDING_GREETING","backend_sequence","Membuka pembelajaran atau menyapa siswa","Pembuka pembelajaran / Salam","8","B","mapped","","","","","","",""
"SES-1780905912448","2026-06-08T08:05:12.451Z","1","Saya siap membantu Anda.","generated.wav","2.928","0.732","2.928","2.196","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Memberikan penjelasan terbuka dan ramah","Penjelasan terbuka","16","B","mapped","","","","","","",""
"SES-1780906164938","2026-06-08T08:09:24.940Z","0","Perbedaan antara dua metode tersebut adalah sebagai berikut: Metode pertama adalah dengan menggunakan diagram atau gambar yang lebih mudah dipahami.","generated.wav","20.568","0","11.753","11.753","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Membandingkan dua konsep atau metode","Komparasi konsep","67","B","mapped","","","","","","",""
"SES-1780906164938","2026-06-08T08:09:24.940Z","1","Diagram ini dapat membantu siswa memahami konsep-konsep yang kompleks dan membuatnya lebih mudah untuk diingat.","generated.wav","20.568","11.753","20.568","8.815","LOOKING","LOOKING","sentence_rule_override","Mengarahkan perhatian visual siswa","Arah perhatian visual","59","B","mapped","","","","","","",""
"SES-1780906330736","2026-06-08T08:12:10.738Z","0","Selamat siang!","generated.wav","5.112","0","1.193","1.193","STANDING_GREETING","STANDING_GREETING","backend_sequence","Membuka pembelajaran atau menyapa siswa","Pembuka pembelajaran / Salam","10","B","mapped","","","","","","",""
"SES-1780906330736","2026-06-08T08:12:10.738Z","1","Materi hari ini adalah tentang [konsep/kelas].","generated.wav","5.112","1.193","5.112","3.919","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Menjelaskan konsep utama secara runtut","Penjelasan materi","17","B","mapped","","","","","","",""
"SES-1780907180938","2026-06-08T08:26:20.941Z","0","Metode kuantitatif dan kualitatif adalah dua pendekatan yang berbeda dalam pengumpulan data dan analisis.","generated.wav","24.84","0","8.665","8.665","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Menjelaskan konsep utama secara runtut","Penjelasan materi","50","B","mapped","","","","","","",""
"SES-1780907180938","2026-06-08T08:26:20.941Z","1","Metode kuantitatif lebih fokus pada penggunaan angka dan statistik untuk mengumpulkan data, sementara metode kualitatif lebih fokus pada penggunaan kata-kata dan deskripsi untuk mengumpulkan data.","generated.wav","24.84","8.665","24.84","16.175","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Membandingkan dua konsep atau metode","Komparasi konsep","102","B","mapped","","","","","","",""
